43.0,3.230769231
52.0,3.851851852
53.0,3.769230769
28.0,2.6
33.0,4.4
29.0,3.0
74.0,3.086956522
67.0,3.405405405
14.0,3.5
11.0,1.833333333
2.0,1.333333333
126.0,3.723076923
66.0,3.05
218.0,10.19047619
101.0,3.911111111
25.0,2.272727273
2.0,1.0
40.0,2.689655172
22.0,2.2
3.0,1.0
98.0,3.913043478
9.0,1.555555556
15.0,1.846153846
12.0,1.8
3.0,1.2
18.0,1.882352941
3.0,1.2
3.0,1.0
84.0,4.352941176
2.0,1.0
12.0,2.4
1.0,1.0
8.0,1.777777778
9.0,2.25
7.0,2.0
18.0,3.777777778
4.0,1.333333333
6.0,1.2
60.0,3.677419355
1.0,1.0
23.0,2.3
6.0,1.5
3.0,1.2
33.0,3.0
1.0,1.0
114.0,6.222222222
4.0,1.333333333
8.0,1.777777778
4.0,1.142857143
1.0,1.0
39.0,4.0
31.0,3.444444444
4.0,1.6
1.0,1.0
30.0,3.111111111
11.0,3.666666667
29.0,5.272727273
7.0,2.0
11.0,1.571428571
20.0,2.222222222
8.0,1.6
5.0,1.2
22.0,2.588235294
29.0,2.636363636
5.0,1.428571429
6.0,2.4
12.0,1.8
17.0,1.888888889
57.0,4.307692308
45.0,3.034482759
47.0,4.090909091
6.0,1.714285714
13.0,2.6
4.0,2.0
122.0,3.948717949
4.0,1.333333333
13.0,2.166666667
1.0,1.0
1.0,1.0
1.0,1.0
27.0,2.571428571
101.0,3.666666667
67.0,3.179487179
81.0,7.090909091
89.0,6.846153846
32.0,3.047619048
14.0,2.545454545
23.0,4.181818182
4.0,1.333333333
27.0,2.083333333
23.0,2.421052632
2.0,1.333333333
10.0,1.666666667
13.0,2.0
5.0,1.2
4.0,1.333333333
1.0,1.0
3.0,2.0
1.0,1.0
80.0,3.771428571
2.0,1.0
6.0,2.0
6.0,1.333333333
2.0,1.333333333
6.0,1.714285714
8.0,2.0
8.0,2.333333333
10.0,2.5
1.0,1.0
13.0,2.363636364
12.0,1.6
25.0,2.380952381
2.0,1.0
6.0,1.714285714
63.0,5.904761905
1.0,1.0
21.0,3.636363636
10.0,2.0
2.0,1.0
6.0,2.4
4.0,1.6
45.0,6.153846154
5.0,1.428571429
20.0,2.923076923
9.0,1.5
11.0,1.571428571
8.0,1.6
1.0,1.0
19.0,2.714285714
27.0,2.571428571
5.0,1.428571429
2.0,1.0
12.0,1.8
16.0,2.0
126.0,4.96
82.0,4.444444444
83.0,4.733333333
5.0,1.333333333
33.0,2.538461538
36.0,3.130434783
42.0,2.896551724
3.0,1.5
84.0,3.357142857
70.0,3.210526316
15.0,3.333333333
7.0,1.555555556
4.0,1.142857143
7.0,1.4
6.0,1.714285714
28.0,2.173913043
193.0,4.756756757
61.0,3.135135135
107.0,8.24
147.0,7.588235294
115.0,5.111111111
52.0,5.333333333
39.0,4.142857143
25.0,2.705882353
5.0,1.666666667
33.0,2.307692308
26.0,2.6
8.0,1.6
4.0,1.6
38.0,2.769230769
24.0,2.285714286
31.0,2.434782609
12.0,1.8
4.0,2.0
16.0,2.5
2.0,1.333333333
3.0,2.0
22.0,2.0
84.0,3.58974359
5.0,2.0
20.0,3.111111111
6.0,2.0
19.0,2.533333333
12.0,1.5
11.0,2.444444444
8.0,2.0
12.0,2.0
30.0,2.7
4.0,1.333333333
23.0,2.555555556
10.0,2.222222222
4.0,1.6
24.0,2.526315789
1.0,1.0
1.0,1.0
25.0,2.380952381
8.0,2.0
8.0,2.285714286
18.0,2.285714286
2.0,1.0
5.0,1.428571429
2.0,1.333333333
1.0,1.0
145.0,8.411764706
2.0,1.333333333
2.0,1.333333333
7.0,1.076923077
11.0,2.2
2.0,1.0
1.0,1.0
74.0,4.928571429
17.0,2.266666667
32.0,2.941176471
3.0,1.0
4.0,1.333333333
6.0,2.0
31.0,3.052631579
4.0,1.6
71.0,7.411764706
12.0,2.0
41.0,3.363636364
13.0,1.857142857
14.0,1.866666667
7.0,2.0
7.0,2.0
37.0,3.5
30.0,2.727272727
3.0,1.5
8.0,2.666666667
27.0,2.333333333
7.0,1.75
16.0,2.0
87.0,4.594594595
71.0,4.058823529
51.0,3.555555556
1.0,1.0
4.0,1.333333333
11.0,2.0
5.0,1.666666667
5.0,2.0
539.0,3.956521739
76.0,3.210526316
15.0,3.333333333
13.0,2.166666667
4.0,1.0
2.0,1.0
2.0,1.333333333
28.0,2.545454545
138.0,4.029850746
64.0,2.857142857
88.0,7.818181818
82.0,5.916666667
93.0,4.65
55.0,4.777777778
50.0,4.875
40.0,2.5
5.0,1.666666667
33.0,2.307692308
26.0,2.6
11.0,2.0
57.0,3.928571429
22.0,2.315789474
14.0,1.833333333
10.0,1.714285714
2.0,1.0
8.0,2.0
4.0,2.0
13.0,1.733333333
98.0,4.05
5.0,2.0
9.0,1.5
1.0,1.0
1.0,1.0
12.0,2.0
3.0,1.2
16.0,2.909090909
8.0,2.0
29.0,3.866666667
8.0,2.0
16.0,2.461538462
5.0,2.0
4.0,1.6
23.0,2.555555556
13.0,2.0
25.0,2.380952381
7.0,2.4
3.0,1.2
37.0,3.083333333
152.0,7.692307692
2.0,1.333333333
1.0,1.0
2.0,1.0
1.0,1.0
48.0,4.086956522
2.0,1.333333333
8.0,1.6
39.0,3.368421053
2.0,1.0
3.0,1.5
39.0,3.7
4.0,1.6
68.0,7.176470588
5.0,1.428571429
28.0,3.0
9.0,1.8
16.0,2.0
12.0,1.846153846
13.0,2.363636364
17.0,2.615384615
33.0,2.666666667
3.0,1.5
6.0,2.4
32.0,2.736842105
1.0,1.0
35.0,2.058823529
116.0,5.066666667
105.0,5.230769231
54.0,4.16
1.0,1.0
27.0,2.571428571
18.0,2.4
57.0,3.724137931
2.0,1.333333333
35.0,1.52
60.0,3.090909091
12.0,3.0
15.0,2.545454545
2.0,1.0
2.0,1.0
2.0,1.333333333
25.0,2.272727273
146.0,4.153846154
103.0,3.461538462
186.0,10.1875
150.0,7.894736842
103.0,5.15
60.0,4.0
58.0,4.75
32.0,2.285714286
5.0,1.666666667
29.0,2.08
23.0,2.555555556
6.0,1.714285714
4.0,2.0
46.0,3.333333333
22.0,2.75
16.0,1.846153846
11.0,2.0
3.0,1.2
6.0,1.333333333
3.0,2.0
15.0,2.0
86.0,3.72972973
2.0,1.0
7.0,2.8
12.0,2.181818182
4.0,1.333333333
14.0,2.8
8.0,2.0
6.0,2.0
17.0,2.0
3.0,1.5
24.0,3.5
2.0,1.333333333
24.0,3.0
1.0,1.0
13.0,1.625
25.0,2.380952381
8.0,2.0
5.0,1.666666667
14.0,2.0
6.0,1.714285714
2.0,1.333333333
1.0,1.0
90.0,5.235294118
1.0,1.0
1.0,1.0
33.0,3.368421053
2.0,1.333333333
10.0,2.222222222
21.0,2.8
2.0,1.0
2.0,1.333333333
31.0,3.222222222
4.0,1.6
28.0,5.111111111
3.0,1.2
29.0,3.176470588
13.0,2.0
14.0,1.866666667
8.0,1.777777778
4.0,2.0
19.0,2.333333333
25.0,2.5
6.0,2.4
7.0,1.555555556
11.0,1.833333333
92.0,4.048780488
61.0,3.636363636
44.0,3.727272727
1.0,1.0
11.0,1.692307692
5.0,1.428571429
6.0,2.0
7.0,2.0
77.0,3.095238095
9.0,2.0
8.0,1.454545455
1.0,1.0
9.0,2.25
2.0,1.333333333
22.0,2.095238095
101.0,3.423076923
42.0,2.709677419
217.0,11.29411765
125.0,6.727272727
63.0,3.818181818
21.0,3.0
35.0,4.666666667
21.0,2.235294118
8.0,1.6
29.0,2.333333333
24.0,2.526315789
6.0,1.714285714
41.0,3.0
25.0,2.777777778
20.0,1.692307692
18.0,2.0
7.0,2.0
29.0,2.666666667
4.0,1.333333333
1.0,1.0
11.0,1.466666667
145.0,4.272727273
14.0,2.0
13.0,3.25
1.0,1.0
1.0,1.0
9.0,1.8
3.0,1.2
16.0,2.909090909
8.0,2.0
26.0,3.714285714
8.0,2.285714286
2.0,1.333333333
10.0,2.5
13.0,2.363636364
4.0,1.142857143
18.0,2.25
13.0,2.4
3.0,1.2
26.0,2.6
105.0,5.621621622
1.0,1.0
2.0,1.333333333
11.0,1.466666667
7.0,1.555555556
2.0,1.0
3.0,1.5
31.0,3.529411765
12.0,1.6
28.0,2.947368421
2.0,1.0
4.0,1.333333333
4.0,1.6
24.0,2.444444444
4.0,1.6
49.0,5.866666667
4.0,1.6
28.0,3.0
11.0,1.692307692
7.0,2.333333333
6.0,1.5
4.0,1.6
27.0,2.5
15.0,1.875
4.0,1.333333333
29.0,2.555555556
3.0,2.0
8.0,1.777777778
96.0,4.476190476
64.0,3.647058824
40.0,4.0
1.0,1.0
6.0,1.714285714
14.0,2.333333333
6.0,2.0
499.0,3.948717949
95.0,3.12195122
9.0,2.25
13.0,2.166666667
5.0,1.0
7.0,1.75
6.0,1.714285714
2.0,1.333333333
23.0,2.0
143.0,4.40625
67.0,3.179487179
154.0,9.3125
90.0,6.0
76.0,4.108108108
32.0,4.0
34.0,4.153846154
32.0,2.333333333
8.0,1.6
33.0,2.307692308
26.0,2.6
6.0,1.714285714
14.0,2.0
13.0,2.0
8.0,1.333333333
6.0,1.5
4.0,1.6
3.0,1.333333333
3.0,1.2
10.0,1.428571429
72.0,3.333333333
5.0,2.0
8.0,1.777777778
1.0,1.0
5.0,1.25
2.0,1.333333333
6.0,1.714285714
12.0,2.444444444
30.0,4.0
6.0,2.0
2.0,1.333333333
20.0,2.666666667
6.0,2.0
4.0,1.6
10.0,2.0
14.0,1.866666667
25.0,2.380952381
11.0,2.0
1.0,1.0
30.0,3.529411765
1.0,1.0
137.0,6.514285714
7.0,1.4
10.0,1.666666667
1.0,1.0
37.0,3.272727273
2.0,1.333333333
7.0,1.4
44.0,3.789473684
5.0,1.25
4.0,1.333333333
29.0,2.6
4.0,1.6
61.0,6.875
4.0,1.6
27.0,2.888888889
11.0,1.692307692
13.0,2.0
12.0,1.846153846
5.0,1.666666667
21.0,2.666666667
26.0,2.6
4.0,1.333333333
6.0,2.4
23.0,2.615384615
3.0,2.0
28.0,2.333333333
81.0,4.388888889
54.0,3.533333333
37.0,3.888888889
6.0,1.714285714
4.0,1.6
4.0,2.0
104.0,4.137931034
3.0,1.5
13.0,2.166666667
2.0,1.0
1.0,1.0
26.0,2.363636364
135.0,4.360655738
38.0,2.451612903
127.0,9.68
144.0,8.228571429
53.0,4.076923077
37.0,3.5
38.0,4.307692308
3.0,1.5
29.0,2.333333333
30.0,2.857142857
2.0,1.333333333
9.0,1.8
20.0,2.666666667
8.0,1.2
4.0,1.333333333
2.0,1.333333333
1.0,1.0
2.0,1.0
84.0,3.58974359
2.0,1.0
9.0,2.571428571
2.0,1.333333333
1.0,1.0
10.0,1.666666667
3.0,1.2
11.0,2.444444444
11.0,2.5
2.0,1.0
5.0,2.0
2.0,1.333333333
18.0,2.769230769
4.0,2.0
3.0,1.5
20.0,2.857142857
4.0,1.142857143
18.0,2.25
4.0,1.142857143
1.0,1.0
19.0,2.533333333
82.0,5.925925926
1.0,1.0
7.0,1.272727273
1.0,1.0
1.0,1.0
24.0,3.066666667
4.0,1.142857143
11.0,2.444444444
6.0,1.333333333
1.0,1.0
11.0,2.571428571
35.0,6.0
3.0,1.2
25.0,2.823529412
7.0,1.75
3.0,1.2
8.0,1.777777778
1.0,1.0
10.0,2.0
18.0,2.0
4.0,1.333333333
12.0,1.8
8.0,1.777777778
9.0,1.636363636
1.0,1.0
1.0,1.0
4.0,1.6
9.0,1.285714286
4.0,1.142857143
23.0,2.933333333
34.0,4.25
14.0,2.0
3.0,2.0
6.0,1.5
14.0,1.714285714
7.0,2.0
7.0,2.0
3.0,1.5
3.0,1.5
22.0,2.0
2.0,1.333333333
1.0,1.0
3.0,2.0
1.0,1.0
6.0,1.2
16.0,2.666666667
6.0,1.5
2.0,1.333333333
3.0,1.2
2.0,1.333333333
4.0,1.6
1.0,1.0
3.0,1.2
6.0,1.714285714
3.0,1.5
4.0,1.333333333
1.0,1.0
6.0,2.4
3.0,1.2
96.0,4.7
60.0,3.6875
61.0,4.384615385
3.0,1.0
15.0,2.0
12.0,2.181818182
13.0,2.444444444
98.0,3.928571429
18.0,1.714285714
7.0,2.0
45.0,2.923076923
1.0,1.0
1.0,1.0
15.0,2.142857143
122.0,4.0
59.0,3.235294118
61.0,5.714285714
90.0,6.0
62.0,4.0
12.0,2.666666667
31.0,5.166666667
15.0,1.666666667
2.0,1.333333333
33.0,2.307692308
26.0,2.6
4.0,1.333333333
34.0,2.666666667
14.0,2.153846154
6.0,1.333333333
4.0,1.333333333
1.0,1.0
3.0,2.0
5.0,1.25
73.0,3.189189189
5.0,2.0
6.0,2.0
10.0,1.538461538
2.0,1.333333333
6.0,1.714285714
8.0,2.0
15.0,2.153846154
4.0,1.333333333
35.0,3.882352941
7.0,1.75
4.0,1.6
24.0,2.666666667
25.0,2.380952381
5.0,2.0
4.0,1.333333333
76.0,5.357142857
1.0,1.0
23.0,3.142857143
7.0,1.75
33.0,3.666666667
1.0,1.0
33.0,3.333333333
4.0,1.6
56.0,7.142857143
6.0,1.5
29.0,3.176470588
13.0,2.0
11.0,1.571428571
8.0,1.6
9.0,2.25
19.0,2.769230769
24.0,2.526315789
3.0,1.5
6.0,2.4
7.0,1.555555556
21.0,2.0
80.0,3.95
61.0,3.636363636
50.0,3.76
1.0,1.0
7.0,1.75
14.0,2.333333333
6.0,2.0
5.0,2.0
113.0,3.069767442
9.0,2.25
13.0,2.166666667
4.0,1.0
8.0,1.6
9.0,2.25
2.0,1.333333333
36.0,2.88
138.0,4.0
69.0,3.2
270.0,11.94444444
160.0,8.228571429
69.0,3.72972973
40.0,5.333333333
44.0,4.8
30.0,2.25
8.0,1.6
33.0,2.307692308
26.0,2.6
6.0,1.714285714
1.0,1.0
50.0,3.2
22.0,2.933333333
11.0,1.4
9.0,1.5
8.0,2.285714286
62.0,3.862068966
4.0,1.333333333
8.0,1.777777778
12.0,1.411764706
133.0,4.311111111
11.0,2.0
15.0,2.727272727
4.0,1.333333333
1.0,1.0
12.0,1.846153846
4.0,1.142857143
23.0,3.5
8.0,2.0
26.0,3.714285714
8.0,2.285714286
20.0,2.666666667
6.0,2.0
4.0,1.6
24.0,3.2
13.0,2.0
25.0,2.380952381
13.0,2.181818182
1.0,1.0
24.0,3.0
152.0,6.631578947
10.0,1.333333333
5.0,2.0
12.0,1.411764706
15.0,1.875
2.0,1.0
1.0,1.0
3.0,1.5
46.0,3.913043478
25.0,2.272727273
2.0,1.333333333
30.0,2.857142857
3.0,1.0
4.0,1.333333333
6.0,1.2
34.0,2.782608696
4.0,1.6
60.0,6.75
5.0,1.428571429
28.0,3.0
11.0,1.692307692
18.0,2.4
11.0,2.0
5.0,1.666666667
33.0,3.111111111
24.0,2.526315789
4.0,1.333333333
6.0,2.4
25.0,2.235294118
3.0,2.0
14.0,1.866666667
80.0,3.95
39.0,3.181818182
3.0,1.2
9.0,2.25
40.0,2.3
5.0,2.0
9.0,2.666666667
15.0,2.727272727
4.0,1.333333333
1.0,1.0
2.0,1.0
68.0,3.189189189
96.0,3.720930233
22.0,3.0
25.0,2.380952381
22.0,2.588235294
4.0,2.0
4.0,1.6
8.0,1.75
8.0,2.0
11.0,2.0
3.0,1.2
1.0,1.0
1.0,1.0
3.0,1.2
2.0,1.333333333
2.0,1.333333333
4.0,1.2
2.0,1.0
54.0,3.085714286
3.0,2.0
1.0,1.0
2.0,1.333333333
3.0,1.2
20.0,3.8
2.0,1.333333333
6.0,2.0
1.0,1.0
10.0,2.222222222
3.0,1.2
5.0,1.666666667
46.0,4.181818182
7.0,1.4
1.0,1.0
2.0,1.333333333
3.0,1.0
6.0,2.0
11.0,2.857142857
30.0,4.615384615
8.0,2.0
2.0,1.0
2.0,1.0
8.0,1.75
10.0,2.5
1.0,1.0
60.0,4.833333333
62.0,3.870967742
25.0,2.421052632
1.0,1.0
5.0,1.25
4.0,1.333333333
19.0,1.407407407
32.0,5.2
12.0,3.0
4.0,1.6
1.0,1.0
2.0,1.333333333
10.0,2.222222222
73.0,3.181818182
34.0,2.615384615
10.0,1.818181818
56.0,5.6
83.0,4.606060606
33.0,4.166666667
13.0,2.888888889
9.0,2.0
1.0,1.0
11.0,1.571428571
15.0,2.307692308
4.0,1.142857143
7.0,1.75
8.0,2.0
1.0,1.0
4.0,1.6
2.0,1.0
11.0,2.222222222
3.0,2.0
3.0,1.0
41.0,2.6
3.0,1.2
2.0,1.333333333
4.0,1.6
3.0,1.2
8.0,2.0
14.0,2.545454545
7.0,2.0
4.0,1.142857143
2.0,1.333333333
1.0,1.0
4.0,2.0
2.0,1.0
3.0,1.2
6.0,1.666666667
4.0,2.0
3.0,2.0
90.0,6.592592593
1.0,1.0
34.0,3.047619048
6.0,1.5
16.0,2.0
4.0,1.142857143
16.0,2.285714286
6.0,2.4
9.0,1.272727273
32.0,2.8
2.0,1.0
6.0,2.0
6.0,1.714285714
